Time (min),Mean Intensity (A.U.),Protein Concentration (ng per µL),Protein Concentration (nM),Number of Protein Molecules,Rate of Change of Number of Protein Molecules (PM per min)
2763.0,378.531311750412,13.809814037681800,176.59608743838700,211915304926.0640,56158270.38606770
2766.0,378.76066064834600,13.818181286392600,176.70308550374100,212043702604.48900,38346582.1582489
2769.0,378.94228863716100,13.8248075513057,176.78782034917800,212145384419.0130,49372902.423350000
2772.0,379.28981137275700,13.837486091240100,176.94995001585800,212339940019.02900,60809859.16845700
2775.0,379.59401416778600,13.848584206240600,177.09186964502000,212510243574.02400,49589221.245152800
2778.0,379.82128047943100,13.85687547674690,177.19789612208400,212637475346.50000,68762490.07840470
2781.0,380.3309714794160,13.875470339861200,177.4356820954120,212922818514.49400,84356710.16994220
2784.0,380.7253677845000,13.889858950423400,177.61967967293300,213143615607.52000,78762563.95442710
2787.0,381.1751039028170,13.906266502367400,177.82949491518400,213395393898.22100,57270675.02245080
2790.0,381.3391623497010,13.912251784357200,177.90603304804600,213487239657.65500,77717475.31503800
2793.0,382.00803565979000,13.936654035215600,178.2180822917590,213861698750.11100,100163089.10595200
2796.0,382.4126534461980,13.951415552197600,178.40684849357500,214088218192.29000,65158681.68545020
2799.0,382.7063694000240,13.962131079754600,178.54387570018700,214252650840.22400,73696022.99361170
2802.0,383.20248556137100,13.980230697188100,178.77532860854300,214530394330.2520,83939933.83032740
2805.0,383.6059899330140,13.994951593882300,178.9635753693380,214756290443.20600,75042342.93349200
2808.0,384.0067467689510,14.00957225327510,179.1505403232110,214980648387.85300,69007639.54531350
2811.0,384.34557461738600,14.021933580944500,179.30861356706500,215170336280.4780,60772508.35585020
2814.0,384.6580719947820,14.033334304042200,179.45440286499000,215345283437.98800,72645484.11652630
2817.0,385.1241476535800,14.050337965234000,179.6718409876480,215606209185.17700,90454391.61082970
2820.0,385.6275107860570,14.068701971162100,179.9066748230440,215888009787.65300,84843649.97768150
2823.0,386.03345370292700,14.083511832375300,180.0960592375360,216115271085.04300,58094795.45360310
2826.0,386.2501378059390,14.091417036184400,180.1971488003120,216236578560.37500,68473538.49712630
2829.0,386.76731419563300,14.11028498592770,180.43842693002200,216526112316.02600,57933535.155451500
2832.0,386.871036529541,14.114069048430200,180.48681647609000,216584179771.30700,41160728.96979780
2835.0,387.2084515094760,14.126378830954900,180.6442305748710,216773076689.8450,97254263.87958270
2838.0,387.91335248947100,14.15209546560710,180.9730877954880,217167705354.58500,97475543.52998350
2841.0,388.25313901901200,14.164491768475100,181.13160829252000,217357929951.0250,63236282.74419150
2844.0,388.59108304977400,14.176820852160100,181.28926920920800,217547123051.0500,45011644.46606450
2847.0,388.73554825782800,14.182091321461300,181.35666651485100,217627999817.8210,52601356.28315740
2850.0,389.1548345088960,14.197387982466800,181.55227599062400,217862731188.74900,74597047.39091490
2853.0,389.53503704071000,14.211258766991200,181.72965175180500,218075582102.16600,73524574.08784490
2856.0,389.9428291320800,14.226136090935200,181.9198988610640,218303878633.27600,74285671.97455340
2859.0,390.33118867874100,14.240304464733200,182.1010801116780,218521296134.0140,72856508.42171220
2862.0,390.7236638069150,14.25462298572810,182.28418140317200,218741017683.8060,70469771.47474160
2865.0,391.08644366264300,14.26785814537990,182.45342896905200,218944114762.86200,44828783.42994180
2868.0,391.2041132450100,14.272151040049200,182.50832532032200,219009990384.38600,51508461.27313740
2871.0,391.63848209381100,14.287997953737600,182.71097127541700,219253165530.50100,90569447.24086000
2874.0,392.1747851371770,14.307563693920300,182.96117255652600,219553407067.8310,65267997.881495200
2877.0,392.3379874229430,14.313517740909300,183.03731126482500,219644773517.79000,60737715.81807960
2880.0,392.8257374763490,14.331312140805200,183.26486113561600,219917833362.7400,116407222.23522400
2883.0,393.58557391166700,14.359032964803300,183.6193473760010,220343216851.2010,45499696.567204800
2886.0,393.3133773803710,14.34910252216300,183.49235961845200,220190831542.1430,23800476.144160000
2889.0,393.8406538963320,14.368338950975700,183.7383497567220,220486019708.06600,87540383.0971934
2892.0,394.251585483551,14.383330811954000,183.93006153393800,220716073840.72600,71897044.12879440
2895.0,394.61120557785000,14.39645069523000,184.0978349773660,220917401972.83900,50033782.674072300
2898.0,394.78781914711,14.402894020979500,184.18023044730900,221016276536.7710,52323038.22684730
2901.0,395.1719741821290,14.416909003176700,184.35945016850000,221231340202.2000,69746513.80974830
2904.0,395.5353226661680,14.430164907879200,184.52896301635800,221434755619.629,58845993.928985600
2907.0,395.8026521205900,14.43991778680290,184.653680138145,221584416165.77400,34882233.1126709
2910.0,395.909170627594,14.44380386102620,184.70337418192100,221644049018.30500,77535326.14670310
2913.0,396.6336317062380,14.470234099326300,185.0413567688790,222049628122.65400,65033192.743260700
2916.0,396.60615944862400,14.469231839388800,185.02854014563700,222034248174.7650,53101265.432011900
2919.0,397.20274090766900,14.490996694110200,185.30686309603900,222368235715.2460,76220461.8643697
2922.0,397.42304706573500,14.499034039977800,185.409642454959,222491570945.9510,63566033.24765020
2925.0,397.8840055465700,14.515851013110000,185.62469326227700,222749631914.7320,64824081.582743300
2928.0,398.117794752121,14.524380255876600,185.73376286287300,222880515435.44700,43923287.61313380
2931.0,398.35475039482100,14.533025018566800,185.84430970034300,223013171640.411,54793797.81778970
2934.0,398.70504355430600,14.545804630823400,186.00773185196200,223209278222.354,69357322.34662880
2937.0,399.098082780838,14.560143731604300,186.1910963120760,223429315574.49100,49732128.70207720
2940.0,399.2380442619320,14.565249893145900,186.25639249547200,223507670994.56600,69775544.66766360
2943.0,399.84589743614200,14.587425969569400,186.53997403541400,223847968842.49700,97286409.15905250
2946.0,400.2807047367100,14.603288879127100,186.74282454126700,224091389449.52100,73496388.57291160
2949.0,400.63358998298600,14.616163057501400,186.90745597827900,224288947173.93400,47206110.374684700
2952.0,400.78663301467900,14.621746468283600,186.9788550931410,224374626111.7690,53769642.54031370
2955.0,401.20986247062700,14.637186987734600,187.17630419098000,224611565029.17600,71211092.78467310
2958.0,401.5498330593110,14.649590005562400,187.33491055706400,224801892668.47700,69167275.895106
2961.0,401.9511580467220,14.66423139260960,187.52214057045600,225026568684.54700,63158422.205693600
2964.0,402.2267291545870,14.67428494864480,187.6507026680930,225180843201.7110,63965858.23572790
2967.0,402.63670778274500,14.6892420431798,187.84196986163400,225410363833.96100,55263474.831843100
2970.0,402.8190116882320,14.69589296730410,187.9270200422520,225512424050.70200,39267338.64059960
2973.0,403.05755281448400,14.704595572588300,188.03830655483700,225645967865.80500,67933475.55626420
2976.0,403.5470840930940,14.72245495624660,188.26668742003300,225920024904.04000,99602404.24533080
2979.0,404.12503480911300,14.743540112648200,188.5363185760640,226243582291.2770,64526098.178995800
2982.0,404.2386381626130,14.747684660634600,188.58931791092800,226307181493.1140,46383658.38365170
2985.0,404.62214851379400,14.761676123076200,188.7682368679820,226521884241.5790,73421286.52206930
2988.0,405.02552580833400,14.776392383664700,188.9564243435390,226747709212.24600,67519635.67123920
2991.0,405.34578561782800,14.788076300623700,189.10583504633800,226927002055.60600,52302772.240971900
2994.0,405.58607721328700,14.796842767610900,189.2179382047430,227061525845.69200,53496552.26301580
2997.0,405.9191312789920,14.8089934525585,189.37331780765300,227247981369.18400,57726403.877187100
3000.0,406.20475602150000,14.819413791526900,189.50657022412900,227407884268.95500,54647130.80912780
3003.0,406.50480818748500,14.830360480704900,189.6465534616990,227575864154.0390,73262584.49875390
3006.0,406.98994278907800,14.848059462065900,189.872883146623,227847459775.9480,78937594.44495650
3009.0,407.350816488266,14.861225080132800,190.04124143392400,228049489720.70900,56323179.00660200
3012.0,407.59358263015700,14.8700818250575,190.15449904165600,228185398849.9870,58558822.01716110
3015.0,407.9784166812900,14.884121579541600,190.33403554401000,228400842652.8120,56485173.418406200
3018.0,408.1989586353300,14.892167527864100,190.43692490874800,228524309890.49800,53824523.09701540
3021.0,408.5552773475650,14.90516696807250,190.60315815949500,228723789791.3940,51822350.472595200
3024.0,408.7543611526490,14.912430066898900,190.696036661111,228835243993.33300,40898605.90549720
3027.0,408.9936053752900,14.92115832298150,190.8076511890220,228969181426.8270,60262366.10764060
3030.0,409.40021896362300,14.93599265204700,190.9973484916490,229196818189.97900,76209472.40550230
3033.0,409.81037521362300,14.950956226692100,191.1886985510500,229426438261.2600,63033066.73872880
3036.0,410.0757715702060,14.960638581141800,191.31251382534300,229575016590.41100,58569344.31278480
3039.0,410.43808817863500,14.97385684031840,191.4815452726140,229777854327.1360,52755898.32912700
3042.0,410.6411793231960,14.981266137388500,191.5762933169890,229891551980.3860,47990699.89814760
3045.0,410.95242524147000,14.992621203978600,191.72149877210400,230065798526.5250,60752620.54973860
3048.0,411.2922914028170,15.005020412023400,191.8800564197370,230256067703.68500,64323683.02478540
3051.0,411.64180994033800,15.017771764041300,192.04311718722800,230451740624.674,70152723.36198930
3054.0,412.0441484451290,15.032450126858000,192.2308200365470,230676984043.85700,49654357.1470693
3057.0,412.17397713661200,15.037186617685800,192.2913889729640,230749666767.55600,48983555.23914590
3060.0,412.56912636756900,15.051602696956500,192.47573781274300,230970885375.29100,56502792.145965600
3063.0,412.7795419692990,15.059279209414800,192.57390293369400,231088683520.43200,60835553.14616390
3066.0,413.2211272716520,15.075389398236600,192.77991557847400,231335898694.16800,53555036.65036010
3069.0,413.3535144329070,15.080219228745100,192.84167811694500,231410013740.33400,48195517.60613000
3072.0,413.7376594543460,15.09423384562060,193.02089316650400,231625071799.8050,72704124.22493490
3075.0,414.13271594047500,15.108646541317100,193.20519873807000,231846238485.684,78608667.03863020
3078.0,414.58014249801600,15.124969834432700,193.41393650169800,232096723802.037,56314725.5767161
3081.0,414.7362651824950,15.130665599017600,193.4867723659540,232184126839.1440,42783720.771753900
3084.0,415.03867411613500,15.141698269254500,193.62785510555600,232353426126.6680,79958657.54675290
3087.0,415.59321665763900,15.161929434118300,193.88656565368700,232663878784.4250,74651994.68522640
3090.0,415.8387517929080,15.170887199176400,194.00111507898200,232801338094.77900,38551110.669932000
3093.0,416.0063855648040,15.177002918390300,194.07932120703700,232895185448.4440,61328299.12548320
3096.0,416.49603366851800,15.194866564134500,194.30775657461000,233169307889.53200,63512754.39344280
3099.0,416.6870791912080,15.20183640535810,194.39688497900400,233276261974.80500,51090861.83639530
3102.0,417.0435965061190,15.214843091112500,194.56321088379200,233475853060.55000,54104264.88889570
3105.0,417.2669379711150,15.222991172929700,194.6674063034490,233600887564.13800,47013082.97682700
3108.0,417.54745602607700,15.233225206556500,194.79827629867600,233757931558.4110,81318325.00752770
3111.0,418.13846158981300,15.25478663800760,195.07399792848600,234088797514.1840,74930735.41303510
3114.0,418.3505210876470,15.262523124103000,195.17292997574100,234207515970.8890,49094406.40009050
3117.0,418.66462755203200,15.273982550910100,195.3194699604870,234383363952.58400,63233168.322642000
3120.0,419.02821826934800,15.287247292917100,195.48909581735400,234586914980.82500,49504331.01231890
3123.0,419.1951868534090,15.293338744335900,195.56699161554800,234680389938.65800,47589695.87904360
3126.0,419.53825759887700,15.305854864005800,195.72704429675000,234872453156.09900,42483490.535329200
3129.0,419.65050077438400,15.309949789135200,195.77940906822500,234935290881.87000,50641117.12018840
3132.0,420.08100032806400,15.325655540799800,195.98024988235100,235176299858.82100,76295430.44000240
3135.0,420.4681918621060,15.339781302437200,196.16088622042500,235393063464.51000,57114976.191340100
3138.0,420.69312620163000,15.34798749649060,196.2658247633070,235518989715.9690,47150629.17954510
3141.0,420.9735255241390,15.35821719844640,196.3966393663230,235675967239.5870,55571557.85972600
3144.0,421.28871059417700,15.369715975613800,196.54368255260600,235852419063.12700,74826313.30797830
3147.0,421.7754714488980,15.38747428694990,196.77077093286300,236124925119.43500,54595720.60785420
3150.0,421.873836517334,15.391062902371400,196.8166611556450,236179993386.77400,58935044.139160200
3153.0,422.40710377693200,15.410517889208300,197.06544615355800,236478535384.27000,53891750.11054480
3156.0,422.45141768455500,15.412134576664700,197.08611990619800,236503343887.43700,26335859.98203530
3159.0,422.68935656547500,15.420815210461200,197.19712545346900,236636550544.16200,68467732.325531
3162.0,423.1852159500120,15.438905460004000,197.4284585678260,236914150281.39100,71337048.89008590
3165.0,423.4539065361020,15.44870799657730,197.55381069791900,237064572837.50300,57301530.04157000
3168.0,423.7993412017820,15.461310358250200,197.7149662180330,237257959461.64000,63526279.88127650
3171.0,424.1347451210020,15.473546772010800,197.87144209732500,237445730516.79100,51063966.58181250
3174.0,424.3466157913210,15.481276369183700,197.97028605094200,237564343261.13100,63277393.10851030
3177.0,424.8129162788390,15.498288232716300,198.18782906286800,237825394875.4420,45330605.723465000
3180.0,424.83244347572300,15.499000636021600,198.1969390795600,237836326895.47200,62106081.41328940
3183.0,425.4785339832310,15.522571710548900,198.49835946993400,238198031363.92100,87751607.6151886
3186.0,425.77291536331200,15.533311514599100,198.63569711763600,238362836541.16300,50998163.303853400
3189.0,426.0251033306120,15.54251199240070,198.75335028645400,238504020343.74400,47566471.19270330
3192.0,426.282705783844,15.551910004835500,198.87352947359900,238648235368.31900,53467276.700536100
3195.0,426.5981352329250,15.563417697590600,199.0206866699560,238824824003.94800,65198079.11793010
3198.0,426.98146176338200,15.577402453770600,199.19951986918900,239039423843.02700,43955210.433924400
3201.0,427.06922221183800,15.580604184870300,199.240462722126,239088555266.5510,50127993.92565410
3204.0,427.5187051296230,15.597002499395500,199.45015983881700,239340191806.58000,55734664.56493630
3207.0,427.66655468940700,15.602396438715100,199.51913604495100,239422963253.94100,50611596.85316980
3210.0,428.06113147735600,15.616791633765100,199.70321782308300,239643861387.7000,62989531.57476300
3213.0,428.3416407108310,15.627025345560900,199.83408370282500,239800900443.3890,35376736.515564000
3216.0,428.4402792453770,15.63062393774270,199.88010150566100,239856121806.79300,59606847.11114500
3219.0,428.9804730415340,15.650331622781300,200.13211793838000,240158541526.05600,76180018.87608850
3222.0,429.256733417511,15.66041032512320,200.2610016000410,240313201920.0490,44723760.68645220
3225.0,429.4597969055180,15.667818613209700,200.3557367418130,240426884090.175,55817530.423762
3228.0,429.8549540042880,15.68223497951890,200.54008925216000,240648107102.59200,66952699.72166440
3231.0,430.1773579120640,15.693997118800900,200.69050024042100,240828600288.50500,36383473.278274500
3234.0,430.2448914051060,15.696460917570700,200.72200661855100,240866407942.26200,52547098.61076360
3237.0,430.7405278682710,15.714543034357700,200.95323573347500,241143882880.17000,47767996.51220190
3240.0,430.7568416595460,15.715138204207000,200.9608466011120,241153015921.33500,54900489.00139360
3243.0,431.3289201259610,15.73600912555730,201.2277381784820,241473285814.17800,77313735.05414840
3246.0,431.58544635772700,15.745367874613200,201.34741527638300,241616898331.66000,35752024.31110640
3249.0,431.7120900154110,15.749988167062900,201.40649830003700,241687797960.04500,46152835.25582380
3252.0,432.0800862312320,15.763413633198200,201.57817945266200,241893815343.19500,62994403.41988630
3255.0,432.38722825050400,15.774618978800100,201.72147031713700,242065764380.56400,53758297.14756270
3258.0,432.65623712539700,15.784433127382900,201.84697093840000,242216365126.08000,48374797.05747990
3261.0,432.905681848526,15.793533524449600,201.963344302424,242356013162.90900,50782979.02132160
3264.0,433.20050024986300,15.80428927218020,202.10088583350700,242521063000.20800,70144937.30815130
3267.0,433.65745544433600,15.82096019493700,202.31406898896500,242776882786.75800,69109036.21230060
3270.0,433.94117164611800,15.83131090533920,202.44643101456800,242935717217.48200,54884093.796564700
3273.0,434.24567198753400,15.842419875611500,202.58848945794800,243106187349.53700,53898668.575536100
3276.0,434.51882696151700,15.852385284752300,202.71592435744600,243259109228.935,56962213.81480410
3279.0,434.85616064071700,15.864692101213100,202.8733005270220,243447960632.42600,48883871.50400290
3282.0,435.04273653030400,15.87149887851030,202.96034371496600,243552412457.959,44165278.166788700
3285.0,435.32949900627100,15.881960724976300,203.0941269178560,243712952301.4270,54843339.366129600
3288.0,435.6305162906650,15.892942624202500,203.23456041179700,243881472494.1560,58011551.41501360
3291.0,435.95123386383100,15.90464324157960,203.38418467493100,244061021609.9170,88319500.13709510
3294.0,436.5770745277410,15.927475548756100,203.67615791248200,244411389494.97800,74901793.5385844
3297.0,436.75398874282800,15.933929842853200,203.75869364262400,244510432371.1480,67937680.02533470
3300.0,437.3051919937130,15.954039181646000,204.0158463126090,244819015575.13000,74892339.0446167
3303.0,437.55664229393000,15.963212747419600,204.1331553378470,244959786405.4160,48886718.975128200
3306.0,437.8291320800780,15.973153888765300,204.2602799074840,245112335888.98100,64877471.666285200
3309.0,438.251962184906,15.988579838841100,204.457542696178,245349051235.4140,78905115.4774882
